امسكهما, 1 
عدوه, 2 
ومقام, 2 
الصبح, 2 
فسيؤتيه, 1 
الفلك, 21 
لاتبعناكم, 1 
وبشرى, 5 
اوت, 1 
وقليل, 3 
لجعلناه, 2 
كيدون, 1 
القرى, 17 
يضل, 17 
عشيرتك, 1 
واعز, 1 
اتى, 6 
لنحرقنه, 1 
تزكى, 4 
سطحت, 1 
تقربكم, 1 
سترا, 1 
لنؤمنن, 1 
فانتهوا, 1 
ليخرجوك, 1 
خلفها, 1 
لسانا, 2 
عدنا, 3 
الاتقى, 1 
القاها, 1 
والفتنه, 2 
صبرا, 8 
علمي, 1 
وتعيها, 1 
مكان, 14 
للكافرين, 23 
محرومون, 2 
لبلاغا, 1 
يترددون, 1 
اخرجني, 1 
اذى, 7 
وباركنا, 1 
كسبت, 16 
الزارعون, 1 
يرجع, 5 
فاستقيما, 1 
عداوه, 2 
ذكري, 5 
وثلاث, 2 
الابيض, 1 
فيموتوا, 1 
الفردوس, 2 
فاتبعنا, 1 
اتقولون, 3 
ذكرت, 1 
وليذيقكم, 1 
تعبد, 3 
لتزول, 1 
فعال, 2 
حفيظ, 6 
بانهم, 26 
براسي, 1 
ارضعن, 1 
تفيضون, 2 
يعمروا, 1 
لضالون, 2 
دخلتم, 3 
يشكرون, 9 
سؤلك, 1 
تقول, 11 
محرم, 1 
اخرجتم, 1 
حفظه, 1 
رجلا, 7 
زلزالها, 1 
منظرون, 1 
للكفر, 1 
افتدى, 1 
احدهم, 7 
عنهما, 4 
افحسب, 1 
مدين, 9 
لينا, 1 
الايمان, 9 
وليملل, 1 
المفسد, 1 
الرعاء, 1 
الغربي, 1 
انذرناكم, 1 
ينحتون, 1 
اقدامنا, 3 
محلها, 1 
باحسنها, 1 
قائمه, 5 
موعد, 1 
تصفون, 4 
احللنا, 1 
بامر, 2 
منصورا, 1 
الغضب, 1 
تشهد, 3 
صليا, 1 
بالغدو, 3 
مختلفون, 1 
مضار, 1 
انصارا, 1 
بعالمين, 1 
جئناهم, 1 
وهدى, 16 
فرح, 2 
نؤتيه, 2 
يغررك, 1 
ابائهن, 2 
موعدي, 1 
وكف, 1 
اتهتدي, 1 
ابوابها, 3 
الشوكه, 1 
يتبعوكم, 1 
اخفيتم, 1 
لحكم, 3 
نوركم, 1 
بقيه, 2 
بلغن, 2 
ويرضى, 1 
سبحا, 2 
وال, 4 
امرتني, 1 
بنميم, 1 
طحاها, 1 
والخوف, 1 
عجوز, 2 
مرفقا, 1 
فطوعت, 1 
يكشف, 1 
فصرهن, 1 
يدرك, 1 
لظى, 1 
صرح, 1 
لتحكم, 1 
للسائلين, 2 
يظهروه, 1 
وعجبوا, 1 
فحق, 4 
خرجن, 1 
لتنبؤن, 1 
ياتوك, 4 
حكيم, 39 
خلافك, 1 
ويصنع, 1 
ويقبضون, 1 
يقاتل, 1 
تحلقوا, 1 
عربي, 2 
واشرك, 1 
تامروني, 1 
بسلام, 3 
لمستقر, 1 
نبشرك, 2 
نوحيه, 2 
نفعل, 3 
ولذي, 2 
وامهاتكم, 1 
ضربت, 1 
قالوا, 250 
فوزا, 3 
فتمنوا, 2 
ودود, 1 
ليبلوكم, 4 
اباؤكم, 5 
يبغون, 4 
واجل, 4 
مثواه, 1 
تامرنا, 1 
ابواب, 8 
الامد, 1 
يدبروا, 1 
وليهم, 2 
قريش, 1 
المضلين, 1 
يحادد, 1 
يهدني, 1 
تركضوا, 1 
واجلب, 1 
ياتي, 22 
فبذلك, 1 
فانطلقوا, 1 
اشركتم, 2 
انفقتم, 4 
اهؤلاء, 4 
وقوموا, 1 
صنوان, 2 
يضلل, 12 
فاستمتعوا, 1 
ويخرون, 1 
اهديكم, 1 
دخلت, 3 
يموج, 1 
وارتبتم, 1 
فرطا, 1 
والنا, 1 
وورث, 1 
ويابى, 1 
واقوم, 3 
ارنا, 2 
يغاثوا, 1 
الكنوز, 1 
كلاله, 1 
افصح, 1 
فجاؤوهم, 2 
ورقه, 1 
يغنيهم, 1 
تسبح, 1 
ضياء, 1 
النشاه, 3 
لتكبروا, 1 
السيئات, 14 
القمر, 5 
ويناون, 1 
يمسك, 3 
اجل, 23 
بضنين, 1 
الامي, 2 
يومئذ, 65 
اظلم, 17 
والقائلين, 1 
وعليها, 3 
لعبا, 1 
اذ, 165 
تعذبهم, 2 
يخزي, 1 
علموا, 1 
يضلهم, 1 
تضاروهن, 1 
بتاركي, 1 
خلطوا, 1 
واستبرق, 3 
زان, 1 
بالعين, 1 
سمان, 2 
يلاقوا, 3 
يوحى, 14 
ركعا, 1 
القدير, 1 
بسلطان, 8 
لاقطعن, 2 
سئلوا, 1 
خفت, 5 
هؤلاء, 40 
الاسم, 1 
اوليس, 2 
تقيموا, 1 
للصلاه, 1 
المكيال, 2 
عمرك, 1 
يبث, 1 
بنان, 1 
موطئا, 1 
فاعلين, 6 
يحملنها, 1 
معاذيره, 1 
وجاؤوا, 3 
وازلفت, 2 
تروها, 3 
المجيبون, 1 
ليدخلنهم, 1 
استخرجها, 1 
ثلاثون, 1 
اللعنه, 3 
فتيمموا, 2 
مبطلون, 1 
خرجا, 2 
اختك, 1 
فاصبحتم, 2 
بدعائك, 1 
فكفرت, 1 
خزائن, 7 
افتمارونه, 1 
وحرمنا, 1 
يجتبيك, 1 
اخوه, 4 
تتركه, 1 
نخيل, 4 
اترفوا, 1 
سال, 1 
عبدناهم, 1 
صبرك, 1 
تنذرهم, 2 
لستم, 2 
والطور, 1 
خلقهن, 2 
قاتل, 1 
نشهد, 1 
بالنبيين, 1 
الزاهدين, 1 
يشعركم, 1 
تختلفون, 6 
عدن, 11 
اعوذ, 6 
اجترحوا, 1 
بوجوهكم, 2 
فاحتمل, 1 
ينزع, 1 
يفتنكم, 1 
اصابعهم, 2 
خصاصه, 1 
وحيل, 1 
مهتدين, 3 
ظنه, 1 
الكم, 1 
وهنا, 1 
اتقى, 5 
حولهم, 2 
مليم, 2 
ونبئهم, 2 
تجزون, 9 
وكتاب, 3 
ابواه, 2 
يلقى, 3 
بطونه, 1 
مجذوذ, 1 
عتو, 1 
كباسط, 1 
اتيك, 2 
بالجنود, 1 
رهينه, 1 
جاوزه, 1 
تنابزوا, 1 
واوتيت, 1 
تقولون, 6 
الجلال, 2 
لساحران, 1 
بايدينا, 1 
المنافقون, 7 
الجوارح, 1 
ولتنازعتم, 1 
وبلغت, 1 
اوينا, 1 
حسبهم, 2 
طريقه, 1 
اهتديتم, 1 
فرجالا, 1 
وعد, 38 
يسرا, 6 
تلمزوا, 1 
سبيلنا, 1 
اذهبوا, 2 
عيني, 1 
وكنت, 4 
يهاجر, 1 
بعدما, 2 
مرحبا, 2 
مسلما, 2 
ونباتا, 1 
ليس, 47 
ضرارا, 2 
لتدعوهم, 1 
ونخزى, 1 
تدعونا, 2 
وخر, 2 
النذر, 4 
يغشي, 2 
راها, 2 
تمدن, 2 
يستهزئ, 1 
وبيلا, 1 
بمفازتهم, 1 
تعجبك, 3 
خذ, 3 
رسلك, 1 
بشرناك, 1 
حليما, 3 
اعترفوا, 1 
نعجزه, 1 
مرصوص, 1 
الراكعين, 2 
مسكينا, 3 
مثقله, 1 
فاطلع, 2 
استعينوا, 2 
رفعها, 1 
فاصحاب, 1 
نصبر, 1 
يونس, 2 
واقع, 3 
وتكتمون, 1 
لكم, 337 
شاكرون, 1 
الاجل, 1 
واخذوا, 1 
فاوجس, 2 
البرق, 3 
يطيعكم, 1 
القريتين, 1 
ذبابا, 1 
ايه, 47 
موتكم, 1 
للشياطين, 1 
يكيدون, 1 
فبدت, 1 
وتشاور, 1 
فامطر, 1 
التراب, 1 
العليم, 32 
يفترون, 18 
مكظوم, 1 
اولادهم, 6 
نشرح, 1 
ذهبت, 1 
افتطمعون, 1 
فذاقوا, 1 
رسلا, 8 
امرات, 1 
يجاهدوا, 2 
والشفع, 1 
مصر, 3 
وشهيق, 1 
جنود, 4 
طرف, 1 
وانظرنا, 1 
كذابا, 2 
صباح, 1 
لاجد, 1 
وجهركم, 1 
مثلنا, 6 
يود, 5 
اتبعون, 1 
السجود, 6 
وتقبل, 1 
الفتح, 4 
يؤده, 2 
ذاهب, 1 
وترزق, 1 
عليها, 46 
والدواب, 2 
ناظرين, 1 
يكتم, 1 
تخافن, 1 
فجاءته, 1 
الغالبين, 4 
وتركتم, 1 
مستطيرا, 1 
العاملون, 1 
فقاتلا, 1 
افانتم, 1 
ميتون, 1 
سكن, 2 
والظالمين, 1 
ثلاث, 6 
ونسقيه, 1 
المولود, 1 
ايام, 20 
اعنده, 1 
لانعمه, 1 
يكور, 1 
يعد, 1 
والهدي, 2 
ابلغه, 1 
متعناهم, 1 
فاسر, 3 
فول, 3 
ازواج, 7 
تصرفون, 2 
الخياط, 1 
لصادقون, 4 
جوفه, 1 
قدر, 7 
ليعبدوا, 2 
للاخره, 1 
نسقي, 1 
شاكرين, 1 
اوتادا, 1 
جمال, 1 
يعرضون, 3 
نخرج, 2 
حجر, 2 
نجانا, 2 
حسبتهم, 1 
قم, 2 
افرغ, 3 
والاولى, 3 
ابالله, 1 
اعينهن, 1 
اسرارا, 1 
شره, 1 
يعصينك, 1 
بتاويل, 2 
حسبتم, 3 
وقول, 1 
اخرون, 1 
لاسقيناهم, 1 
فاعتدوا, 1 
يعدون, 1 
الضالون, 3 
فانتشروا, 2 
نتخطف, 1 
تحط, 2 
اسماء, 3 
يكد, 1 
بكره, 7 
فاتبعوه, 3 
سالتموه, 1 
جرف, 1 
والقلائد, 1 
فليكتب, 1 
محصنات, 1 
وعده, 7 
فاتينا, 1 
ويشرب, 1 
بدلوا, 2 
باسمائهم, 2 
كلتم, 1 
الحجه, 1 
للاخرين, 1 
تورون, 1 
يتناهون, 1 
يستعتبوا, 1 
لهمت, 1 
فقراه, 1 
واخوان, 1 
ظلمه, 2 
فعسى, 5 
بيانه, 1 
الجنتين, 2 
اعذبه, 2 
اصطفى, 4 
يخفى, 4 
مردنا, 1 
فاقبل, 2 
ومقصرين, 1 
يقومان, 1 
ببطن, 1 
يعرض, 3 
راسيات, 1 
مكانكم, 1 
تخشاه, 1 
لمدين, 1 
ويجعلكم, 1 
اانك, 2 
شغفها, 1 
خطابا, 1 
واهل, 1 
بعث, 4 
بدعاء, 1 
فكذبوه, 8 
الفوز, 16 
وذلك, 13 
ويؤخركم, 2 
بشرا, 12 
ليتوبوا, 1 
يودوا, 1 
ينطقون, 4 
تظهرون, 1 
جهاده, 1 
حسبه, 1 
صدقاتكم, 1 
رؤياك, 1 
تردون, 2 
يطهر, 1 
نادينا, 1 
عامله, 1 
سرهم, 2 
شورى, 1 
ذرعا, 2 
الصدقات, 6 
فاستغفروه, 1 
واختار, 1 
للجبين, 1 
وللارض, 1 
البغضاء, 1 
مثواكم, 1 
ولهديناهم, 1 
فتنتك, 1 
فاذنوا, 1 
عقدتم, 1 
فينبئكم, 7 
مسئولون, 1 
كذبت, 16 
ونجيناهم, 1 
اعقابنا, 1 
لعذبنا, 1 
تخفوا, 1 
وجعلني, 4 
ويؤمن, 2 
فنفعها, 1 
فانتصر, 1 
تنفد, 1 
وجدها, 2 
وهاجروا, 4 
ولتكون, 1 
تصطلون, 2 
فقدره, 2 
والعصر, 1 
علوا, 4 
الغرور, 5 
فاراد, 2 
لتجري, 2 
والترائب, 1 
قلتم, 9 
لنقولن, 1 
يبطش, 1 
تبتغوا, 2 
واد, 1 
الصاخه, 1 
المستقدمين, 1 
وويل, 3 
يغنيا, 1 
الرس, 2 
اربابا, 3 
حرجا, 2 
مهاجرا, 1 
املاق, 2 
مره, 14 
فيجعله, 1 
اهلكتهم, 1 
والباقيات, 2 
بقدر, 5 
وجنودا, 1 
يجعلني, 1 
متشابهات, 1 
وسبحوا, 1 
وقص, 1 
تشتهي, 1 
ينطق, 3 
غفر, 1 
النسيء, 1 
نفقا, 1 
نخشى, 1 
فاستجاب, 3 
يتخطفكم, 1 
كاتبين, 1 
واتخذوا, 6 
فغفر, 1 
والميزان, 6 
معلوم, 9 
يقدم, 1 
يكذب, 5 
زوال, 1 
انصار, 6 
اخراجا, 1 
المكنون, 1 
لسنتنا, 1 
كمثل, 13 
يحيق, 1 
كتابنا, 1 
زلزله, 1 
رايتهم, 5 
خفافا, 1 
ديارا, 1 
اللات, 1 
اواب, 5 
ليربو, 1 
مجرميها, 1 
يرجو, 4 
شرع, 1 
ندخلها, 2 
استخلف, 1 
كبيرهم, 2 
ويلنا, 6 
وصدوا, 6 
نفسه, 26 
بشيء, 6 
جنته, 1 
واحصى, 1 
سالقي, 1 
راك, 1 
مستقرها, 1 
انعمنا, 3 
تنكح, 1 
وفتح, 1 
ابتدعوها, 1 
بثمره, 1 
مؤصده, 2 
فتنفعه, 1 
وجنوده, 7 
اتتركون, 1 
هادي, 1 
تبدونها, 1 
وتشهد, 1 
والبنون, 1 
وتعزروه, 1 
فاسمعون, 1 
بلده, 4 
المقسطين, 3 
تكاد, 3 
ركن, 1 
مكروها, 1 
لعله, 3 
استقاموا, 4 
معه, 34 
فاوعى, 1 
ظهورهم, 5 
يطوف, 2 
ظلمنا, 1 
وصد, 2 
عوان, 1 
عبده, 6 
واكن, 2 
لذي, 1 
كخلقه, 1 
الفت, 1 
ينفعنا, 3 
يركعون, 1 
المقبوحين, 1 
شجره, 7 
وارجعوا, 1 
جاز, 1 
نتخذه, 2 
وغرتهم, 3 
نقعا, 1 
فاز, 2 
الذل, 3 
يخرجوك, 1 
اهلي, 2 
ايود, 1 
اتق, 2 
نسقيكم, 2 
الاكل, 1 
ونحشره, 1 
ابلغوا, 1 
جاوزا, 1 
هداكم, 4 
مواطن, 1 
هواء, 1 
يدخل, 8 
وليسالن, 1 
واقبلوا, 1 
اللهب, 1 
انحن, 1 
تنظرون, 7 
ونهر, 1 
كلمح, 2 
جعلناه, 7 
يصدر, 2 
تولوهم, 2 
الكفل, 2 
ومثواكم, 1 
شكله, 1 
عسره, 1 
زلفى, 2 
فنخرج, 1 
فاصابتكم, 1 
فيؤخذ, 1 
والفيا, 1 
لدنك, 7 
متكؤون, 1 
لظلم, 1 
نمد, 1 
كان, 333 
تسلمون, 1 
احسوا, 1 
فهدى, 3 
وتحسبونه, 1 
قصصنا, 2 
الضان, 1 
قياما, 4 
نطوي, 1 
بيدك, 2 
لتركبن, 1 
تمنها, 1 
كعرض, 1 
ونمد, 1 
لبنا, 1 
اكثركم, 2 
فامنا, 2 
انفضوا, 1 
تقتلوا, 7 
يبدلوا, 1 
ولعلا, 1 
اف, 3 
يعي, 1 
ويجعله, 1 
تستعجلون, 7 
منكر, 1 
هادوا, 10 
يالمون, 1 
وقود, 1 
القتلى, 1 
واعدوا, 1 
ويجزيهم, 1 
يمحق, 1 
وجعلناهم, 5 
والصلاه, 3 
واجفه, 1 
منذرون, 1 
الارحام, 6 
امهاتهم, 3 
يزدهم, 1 
تتبيب, 1 
بجناحيه, 1 
لغافلين, 2 
خطاياكم, 2 
الحاقه, 3 
يريكم, 3 
فتراه, 2 
يقتتلان, 1 
استحوذ, 1 
والتي, 2 
مبعدون, 1 
كالعرجون, 1 
نذقه, 3 
بلوناهم, 1 
وارض, 1 
يضر, 1 
يتمطى, 1 
استهزؤوا, 1 
بطشتم, 1 
غم, 1 
الحكمه, 5 
المضعفون, 1 
لدينا, 5 
ردوا, 3 
رجسا, 1 
بالشهاده, 1 
المشركون, 3 
الحاسبين, 1 
افكهم, 2 
همسا, 1 
الوانه, 4 
وليخزي, 1 
اماذا, 1 
فاقامه, 1 
قطران, 1 
وبكم, 1 
فاعفوا, 1 
فيحل, 1 
ينابيع, 1 
واثقكم, 1 
الدعاء, 5 
واخبتوا, 1 
القوم, 62 
تركتموها, 1 
يرد, 14 
فسيعلمون, 2 
والموعظه, 1 
السنين, 2 
الجاهلين, 6 
لينبذن, 1 
زيغ, 1 
فعلتها, 1 
شاهد, 3 
والحكمه, 11 
ليجزيهم, 2 
صاحبه, 3 
للرسل, 1 
تماما, 1 
ويريد, 3 
نعيدكم, 1 
تزدري, 1 
للذين, 80 
ضيق, 2 
للمقوين, 1 
المنفوش, 1 
ينصرونهم, 2 
امليت, 1 
انتصر, 1 
تمر, 1 
بايام, 1 
خشيت, 1 
ظننا, 2 
ولتبلغوا, 2 
واهليكم, 1 
المنصورون, 1 
والجان, 1 
ذكره, 2 
لقد, 54 
واردون, 1 
حافظ, 1 
صواع, 1 
عما, 47 
ائتيا, 1 
النشور, 2 
زوجه, 1 
امنين, 7 
وارسلناه, 1 
وكلبهم, 1 
بسحره, 1 
تكلم, 4 
رحيما, 20 
نفقه, 3 
يقلب, 2 
نادانا, 1 
والنبي, 1 
غالبون, 1 
هشيما, 1 
واصنع, 1 
ويعقوب, 11 
صرحا, 2 
تستفتيان, 1 
واخشوني, 1 
وليدع, 1 
للطاغين, 2 
يزكي, 2 
نرسل, 4 
خائنه, 2 
سحار, 1 
عني, 6 
بالعدل, 6 
هاديا, 1 
مغرقون, 3 
انفا, 1 
تعلمها, 1 
نبانا, 1 
توكلنا, 4 
لتدخلن, 1 
برجلك, 1 
فجرت, 1 
بفاتنين, 1 
البكم, 1 
وابيه, 1 
فالله, 6 
مت, 3 
وينزل, 5 
غاسق, 1 
نرزقك, 1 
عيله, 1 
اي, 7 
زكا, 1 
تصبحون, 1 
السياره, 1 
تحرثون, 1 
يسبحون, 7 
لاقتلنك, 1 
فارسل, 5 
لست, 5 
واباريق, 1 
الغرفات, 1 
اوذينا, 1 
وذوقوا, 3 
الاف, 2 
واليتامى, 7 
للجبل, 1 
فنتبع, 2 
سعيرا, 7 
حرف, 1 
نداولها, 1 
استياس, 1 
ويفسدون, 2 
جمله, 1 
نور, 8 
ريب, 17 
بهم, 41 
حملنا, 4 
ليطلعكم, 1 
ورايت, 1 
اشياعكم, 1 
ساريكم, 2 
يحب, 39 
اليتيم, 5 
يحشرون, 3 
ونفور, 1 
بالقسط, 14 
اوسطهم, 1 
السحاب, 2 
نكالا, 2 
بايات, 34 
لمسنا, 1 
لمردودون, 1 
تامرين, 1 
صغت, 1 
يرغبوا, 1 
اعرضوا, 3 
تصديق, 2 
يذوقوا, 1 
منتصرين, 1 
تتفكرون, 3 
القرح, 1 
ينفعه, 1 
قراطيس, 1 
وانهما, 1 
وتقلبك, 1 
فلهن, 2 
وتكلمنا, 1 
عامين, 1 
ففزع, 2 
يده, 3 
مخلدون, 2 
ويشف, 1 
والصيف, 1 
ويجعلون, 3 
المستبين, 1 
تاتوني, 1 
توقنون, 1 
واليك, 3 
عجولا, 1 
البائس, 1 
يجعلون, 2 
فظلموا, 2 
اورثتموها, 2 
اموالهم, 20 
فلبئس, 1 
شهادتهم, 1 
ذمه, 2 
شيعا, 4 
ادلكم, 3 
الظالمون, 24 
يزيد, 4 
اثاقلتم, 1 
يعبدوها, 1 
بطارد, 2 
وجلت, 2 
رحمتك, 1 
وتصدون, 1 
ازواجهم, 5 
فك, 1 
وافوض, 1 
ورضي, 1 
فلا, 156 
فسبحه, 2 
تغلبون, 1 
وذرياتنا, 1 
اذنه, 1 
غرك, 1 
بصير, 27 
تعرضون, 1 
تغن, 4 
تضرعا, 3 
دفعتم, 1 
الموسع, 1 
المعذبين, 1 
وفصيلته, 1 
ننهك, 1 
وعماره, 1 
ظلما, 7 
تستطيعون, 1 
بمسبوقين, 2 
يسبقونه, 1 
مكروا, 3 
وهموا, 2 
كسب, 3 
كذبه, 1 
مرشدا, 1 
اللاتي, 8 
زينته, 1 
زادوهم, 1 
والشهداء, 3 
عبدين, 1 
واحسنوا, 2 
الذنوب, 2 
القرار, 3 
عصاي, 1 
وفيها, 3 
كلاهما, 1 
لمخرجون, 1 
عرش, 2 
ومماتي, 1 
مر, 4 
سيهزم, 1 
والناهون, 1 
تهنوا, 3 
ويقولوا, 1 
لرزقنا, 1 
دعاكم, 2 
يلبسوا, 1 
والسماء, 9 
وجحدوا, 1 
بانا, 2 
الذهب, 2 
يسالك, 2 
ليله, 8 
اشراطها, 1 
تخاصم, 1 
وجاعلوه, 1 
اولياءه, 2 
يريدا, 1 
والعير, 1 
مشركون, 2 
غنم, 1 
الرسولا, 1 
رسولنا, 4 
ينسى, 1 
مظلما, 1 
ونسرا, 1 
مصيرا, 3 
واضعف, 1 
لميقات, 1 
وحرض, 1 
ينكح, 2 
مذكورا, 1 
تحدث, 1 
المنتصرين, 1 
فيغفر, 1 
ويتربص, 1 
امرا, 19 
اصنامكم, 1 
واصبروا, 3 
موقنين, 2 
الانس, 6 
عصفا, 1 
ننساكم, 1 
انلزمكموها, 1 
الهم, 1 
ظاهر, 1 
كانا, 2 
برسلنا, 1 
اعيبها, 1 
حرمهما, 1 
وبالوالدين, 4 
ايشركون, 1 
ملح, 2 
اوتيت, 1 
فيعلمون, 1 
بغت, 1 
للظالمين, 11 
تروا, 2 
يبدلهما, 1 
ليفسد, 1 
وضائق, 1 
اربع, 3 
يقسمون, 1 
اتريد, 1 
اسرافا, 1 
جاؤوا, 6 
يجير, 2 
ويمنيهم, 1 
الصالحات, 61 
رافه, 2 
وهزي, 1 
صدور, 4 
ويعلمك, 1 
نتوفينك, 3 
فاذن, 2 
خليفه, 2 
بغيا, 8 
الحجرات, 1 
سفاهه, 2 
مسحورون, 1 
واخوته, 1 
السدس, 3 
ينقلبون, 1 
حرد, 1 
نختم, 1 
فاجمعوا, 2 
النعاس, 1 
سبح, 4 
صبوا, 1 
سنمتعهم, 1 
المفترين, 1 
مصدقا, 11 
الحقتم, 1 
محيص, 4 
واتقوا, 42 
بالخيرات, 1 
ولدنهم, 1 
اولئك, 133 
وقضى, 1 
فاعتبروا, 1 
الاصنام, 1 
بريئون, 1 
اتيتني, 1 
نصبت, 1 
وشجره, 1 
ونفضل, 1 
عبادتكم, 1 
نسلخ, 1 
بيمينك, 2 
شنان, 2 
لننصرنكم, 1 
افاك, 2 
لميتون, 1 
كلها, 5 
وادي, 1 
يذهبن, 2 
والطارق, 1 
كرمنا, 1 
مذبذبين, 1 
فضلنا, 5 
المعمور, 1 
تؤتون, 1 
اجرهم, 12 
لاهب, 1 
وذو, 1 
ببابل, 1 
افنجعل, 1 
سلاله, 2 
يحسبهم, 1 
للمتوسمين, 1 
الاحمال, 1 
محله, 2 
فمن, 90 
خردل, 2 
غربت, 1 
رزقها, 3 
فاخرجنا, 6 
بسيماهم, 5 
تفادوهم, 1 
توجه, 1 
وانفسكم, 4 
واستغفروه, 1 
اعبدوا, 17 
تهتدوا, 2 
اولادكم, 7 
رزقهن, 1 
وزكاه, 1 
الخلاق, 2 
تمنون, 2 
فتقعد, 2 
لخاطئين, 1 
اغرقوا, 1 
فساكتبها, 1 
وفواكه, 1 
بغافل, 9 
لاملان, 4 
جهزهم, 2 
يامنوكم, 1 
امه, 52 
مقيم, 8 
غوينا, 1 
كنز, 3 
فخراج, 1 
واعانه, 1 
وساءت, 4 
ومشارب, 1 
جوع, 2 
اجلنا, 1 
قوما, 40 
بكفرهم, 4 
تسمع, 12 
كبتوا, 1 
يفتيكم, 2 
اسلامكم, 1 
عصاك, 3 
توفني, 1 
كامله, 2 
فتفرق, 1 
للموقنين, 1 
مطويات, 1 
سيرت, 2 
تمترن, 1 
فزينوا, 1 
وحين, 5 
حسرتى, 1 
ظاهره, 2 
لنراك, 3 
فاتلوها, 1 
بيضاء, 6 
احداهن, 1 
انهما, 3 
ينصرنا, 1 
وصدق, 5 
بلغت, 5 
تسالون, 5 
فقست, 1 
بصيره, 2 
فظلوا, 1 
توصون, 1 
وارنا, 1 
سنريهم, 1 
تراهم, 1 
نجعلهما, 1 
العادون, 2 
كذبوك, 3 
فواحده, 1 
فلن, 22 
فزده, 1 
بالوصيد, 1 
يلق, 1 
سنفرغ, 1 
حسبانا, 2 
فلكم, 3 
اصلها, 1 
اطيعوا, 5 
يسالون, 4 
تخشوهم, 2 
دمت, 3 
يتفجر, 1 
باسهم, 1 
المسكين, 4 
يعصرون, 1 
ولتنظر, 1 
واعبد, 1 
لنكفرن, 1 
شجرها, 1 
سخريا, 3 
فسبحان, 3 
وتكتموا, 1 
دينه, 2 
دعاءكم, 1 
النصف, 1 
فاستجبتم, 1 
لفتاه, 2 
وللكافرين, 5 
بها, 79 
اذاهم, 1 
وزينه, 3 
فعلي, 1 
حب, 2 
وصيه, 6 
يوعدون, 10 
طويلا, 2 
قبلهم, 52 
وجهه, 12 
وانشقت, 1 
فيذهب, 1 
فيحلوا, 1 
ماءها, 1 
لاكيدن, 1 
خصمون, 1 
فقد, 57 
اياتي, 10 
وحجرا, 1 
رؤوسكم, 2 
نثبت, 1 
معلومات, 2 
تتفرقوا, 1 
حذركم, 2 
بالسن, 1 
عذابا, 38 
بعهدهم, 1 
ولو, 111 
اعجزت, 1 
ويخلد, 1 
بامرهم, 1 
منوعا, 1 
واديا, 1 
عربا, 1 
ولباسهم, 2 
تضروه, 1 
علا, 1 
سبعه, 3 
ويبسط, 1 
يؤتى, 2 
ساستغفر, 1 
للحق, 7 
مثنى, 3 
بتاويله, 3 
واخرج, 1 
المشامه, 3 
وارحمنا, 3 
فطاف, 1 
فبعزتك, 1 
عوج, 2 
